"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Robson Bambu","br BRA","DF","Nice","fr Ligue 1","22","1997","15","12","1046","11.6","0","0","0","0","0","3","1","0.00","0.00","0.1","0.1","0.1","0.1","0.01","2","1","0.17","0.09","0","-0.1","-0.1","709","804","88.2","14635","4344","216","-0.1","1","18","0","0","18","766","38","0","89","17","0","0","0","0","0","669","52","83","157","607","22","12","3","0","12","16","2","0.17","1","0","0","0","0","0","0.00","20","13","16","4","0","6","41","0","4","32","65","0","924","165","3","3","0","633","0","2","9","676","658","97.3","2","70","30.6","3","17","1.60","18","15","+3","+0.26","12.0","16.6","-4.6","-0.40","0","20","0","0","0","114","16","23"
"Rocco Reitz","de GER","MF","M'Gladbach","de Bundesliga","18","2002","2","1","60","0.7","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.1","0.1","0.11","0","0","0.00","0.00","0","0.0","0.0","35","43","81.4","552","174","18","-0.1","2","4","0","0","3","43","0","1","8","0","0","0","0","0","0","26","7","10","2","38","3","0","0","1","1","0","3","4.50","3","0","0","0","0","0","0.00","2","1","1","1","0","1","6","0","2","3","1","0","55","2","0","2","0","39","0","1","1","33","31","93.9","1","30","2.0","1","10","3.00","2","2","0","0.00","1.7","1.8","-0.1","-0.08","0","2","0","0","0","15","0","0"
"Rodrigo Ely","br BRA","DF","AlavÃ©s","es La Liga","26","1993","8","6","468","5.2","1","0","1","0","0","1","0","0.19","0.19","0.2","0.2","0.1","0.3","0.06","3","2","0.58","0.38","0","+0.8","+0.8","125","159","78.6","3190","1013","27","-0.1","1","4","1","0","5","146","13","0","15","7","0","0","0","0","0","83","31","45","15","114","21","0","2","3","0","1","3","0.58","3","0","0","0","0","0","0.00","7","3","5","2","0","1","14","0","4","9","33","1","209","37","6","1","0","88","0","1","0","101","98","97.0","4","59","13.7","2","5","0.50","3","6","-3","-0.58","3.5","5.1","-1.6","-0.31","0","8","0","0","0","50","16","2"
"Rodrigo Palacio","ar ARG","FW","Bologna","it Serie A","38","1982","36","28","2502","27.8","5","5","5","0","0","5","0","0.36","0.36","8.3","8.3","4.1","12.4","0.44","54","24","1.94","0.86","0","-3.3","-3.3","740","979","75.6","11666","2341","410","+0.9","36","37","31","9","68","906","73","4","206","19","56","0","0","0","0","652","164","163","141","734","51","7","10","4","22","53","93","3.35","68","1","8","6","2","16","0.58","17","12","3","6","8","12","119","0","16","24","23","1","1333","32","171","46","2","951","46","76","63","1650","1058","64.1","315","70","73.2","8","1","1.11","39","53","-14","-0.50","40.8","46.2","-5.3","-0.19","0","37","1","0","0","121","45","72"
"Roger AssalÃ©","ci CIV","FW,MF","Dijon","fr Ligue 1","26","1993","17","11","828","9.2","1","1","1","0","0","0","1","0.22","0.22","0.8","0.8","0.6","1.4","0.16","11","5","1.20","0.54","0","+0.2","+0.2","126","183","68.9","2138","479","69","+0.4","4","5","6","1","14","177","6","0","35","3","5","0","0","0","0","138","26","19","28","136","11","1","1","1","13","7","11","1.20","6","0","1","2","1","4","0.43","9","7","4","3","2","9","32","0","4","16","2","0","302","3","32","18","1","233","7","22","33","382","222","58.1","66","49","24.2","6","1","0.59","7","18","-11","-1.20","8.1","19.4","-11.3","-1.22","0","12","1","0","0","39","9","22"
"Romain Amalfitano","fr FRA","FW,DF","Dijon","fr Ligue 1","30","1989","2","1","116","1.3","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.1","0.04","2","0","1.55","0.00","0","0.0","0.0","47","58","81.0","1006","342","15","0.0","1","5","0","0","8","52","6","0","11","1","4","0","0","0","0","42","8","8","4","48","0","5","0","1","0","1","2","1.55","2","0","0","0","0","0","0.00","2","1","2","0","0","3","2","0","1","3","1","0","69","4","0","1","0","44","0","0","3","53","47","88.7","1","58","3.4","1","0","0.00","1","4","-3","-2.33","0.4","5.4","-5.0","-3.88","0","2","0","0","0","9","1","1"
"Romain Salin","fr FRA","GK","Rennes","fr Ligue 1","36","1984","15","15","1350","15.0","0","0","0","0","0","2","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","409","544","75.2","11984","7805","63","0.0","0","5","0","0","2","381","163","0","30","12","0","0","0","0","0","304","21","219","350","99","3","0","76","0","2","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","1","0","0","0","1","1","579","455","0","0","0","272","0","0","0","246","245","99.6","0","90","39.5","0","20","2.13","26","14","+12","+0.80","19.4","15.8","+3.5","+0.24","0","0","0","0","0","99","0","0"
"Romaine Sawyers","kn SKN","MF","West Brom","eng Premier League","28","1991","19","17","1487","16.5","0","0","0","0","0","2","0","0.00","0.00","0.1","0.1","0.4","0.5","0.03","4","0","0.24","0.00","0","-0.1","-0.1","605","712","85.0","11796","3172","232","-0.4","5","57","5","2","53","681","31","1","89","18","5","0","0","0","0","518","81","113","68","596","28","1","8","4","10","15","13","0.79","12","0","0","1","0","2","0.12","31","19","21","9","1","26","81","0","16","53","15","1","844","29","2","11","0","513","0","9","17","567","533","94.0","10","78","43.5","2","11","0.53","14","42","-28","-1.69","10.4","32.8","-22.4","-1.35","0","18","0","0","1","176","13","6"
"Roman BÃ¼rki","ch SUI","GK","Dortmund","de Bundesliga","29","1990","19","18","1665","18.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","515","629","81.9","14019","7874","90","0.0","0","3","1","0","1","500","129","0","41","18","0","0","0","0","0","421","31","177","151","367","0","1","106","0","0","2","1","0.05","1","0","0","0","0","1","0.05","0","0","0","0","0","0","0","0","0","0","0","0","666","585","0","0","0","370","0","1","0","378","375","99.2","0","88","54.4","1","9","1.68","38","30","+8","+0.43","36.4","23.6","+12.8","+0.69","0","0","0","0","0","78","0","1"
"Romano Schmid","at AUT","FW,MF","Werder Bremen","de Bundesliga","20","2000","22","13","1177","13.1","0","3","0","0","0","2","0","0.23","0.23","0.6","0.6","1.0","1.6","0.12","18","3","1.38","0.23","0","-0.6","-0.6","340","473","71.9","5136","1813","181","+2.0","13","38","14","4","60","460","13","0","118","3","15","1","0","0","1","332","69","72","62","385","11","5","3","4","23","25","31","2.37","26","1","1","2","0","7","0.54","27","20","11","8","8","25","76","0","25","43","4","0","645","6","15","19","3","461","4","22","32","571","402","70.4","64","54","38.5","9","6","0.86","15","23","-8","-0.61","13.1","22.3","-9.2","-0.70","0","18","1","0","0","136","7","24"
"Ron-Robert Zieler","de GER","GK","KÃ¶ln","de Bundesliga","31","1989","1","0","51","0.6","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","18","23","78.3","608","390","3","0.0","0","0","0","0","0","15","8","0","0","1","0","0","0","0","0","12","2","9","1","16","0","0","4","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","24","22","0","0","0","9","0","0","0","8","8","100.0","0","51","1.7","1","33","1.00","1","1","0","0.00","0.3","1.3","-1.0","-1.75","0","0","0","0","0","5","0","0"
"Ronaldo Vieira","gw GNB","MF,DF","Hellas Verona","it Serie A","22","1998","4","2","226","2.5","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.1","0.1","0.04","2","0","0.80","0.00","0","0.0","0.0","97","122","79.5","1913","521","37","-0.1","2","10","1","0","9","118","4","1","21","2","0","0","0","0","0","82","15","25","18","88","7","2","1","0","1","2","3","1.19","3","0","0","0","0","0","0.00","4","1","1","2","1","2","11","0","2","4","3","0","143","7","2","2","0","89","0","1","2","95","86","90.5","3","57","6.6","2","4","1.00","2","2","0","0.00","2.7","2.6","0.0","+0.01","0","6","0","0","0","38","6","3"
"Rony Lopes","pt POR","FW,MF","Nice","fr Ligue 1","24","1995","28","23","1783","19.8","3","1","3","0","0","1","0","0.20","0.20","3.2","3.2","3.4","6.5","0.33","41","16","2.07","0.81","3","-0.2","-0.2","590","775","76.1","9638","2501","325","-2.4","36","33","21","9","49","667","108","3","152","45","37","60","32","17","1","541","91","143","625","112","15","13","4","1","22","28","62","3.13","29","21","6","0","2","5","0.25","22","18","4","16","2","21","81","0","11","37","9","0","990","13","72","35","4","736","16","47","39","900","709","78.8","122","64","52.1","5","2","1.29","26","31","-5","-0.25","25.8","27.5","-1.7","-0.09","0","15","0","0","0","110","8","19"
"Roque Mesa","es ESP","MF","Valladolid","es La Liga","31","1989","25","21","1761","19.6","1","0","0","1","1","4","1","0.05","0.00","1.7","0.9","1.1","2.0","0.14","25","4","1.28","0.20","2","-0.7","-0.9","741","941","78.7","14487","3800","306","-1.1","16","100","16","3","88","858","83","1","159","56","22","32","10","7","5","656","90","195","178","716","32","0","6","5","20","27","42","2.15","32","4","4","2","0","0","0.00","44","34","21","16","7","28","111","0","21","57","28","0","1171","49","20","27","1","831","8","23","43","854","763","89.3","39","70","51.5","4","6","0.80","17","26","-9","-0.46","17.5","24.1","-6.6","-0.34","0","28","0","0","0","206","14","29"
"Ross Barkley","eng ENG","MF","Aston Villa","eng Premier League","26","1993","24","18","1531","17.0","3","1","3","0","0","0","0","0.24","0.24","3.2","3.2","3.6","6.8","0.40","38","11","2.23","0.65","2","-0.2","-0.2","619","764","81.0","11391","2909","290","-2.6","39","45","27","0","76","667","97","0","170","22","20","54","19","10","11","534","104","126","100","602","32","4","4","2","15","20","75","4.41","43","20","9","2","0","5","0.29","6","2","2","4","0","9","58","0","17","11","8","0","944","16","66","35","0","608","11","34","38","818","649","79.3","83","64","44.8","6","4","1.08","26","24","+2","+0.12","22.5","24.6","-2.1","-0.13","0","12","1","0","0","144","25","25"
"Ross Barkley","eng ENG","MF","Chelsea","eng Premier League","26","1993","2","0","42","0.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.1","0.1","0.22","1","1","2.14","2.14","0","0.0","0.0","22","26","84.6","441","72","10","-0.1","1","2","1","0","2","26","0","1","7","1","0","0","0","0","0","18","4","4","4","17","2","0","0","0","2","0","3","6.43","2","0","1","0","0","0","0.00","0","0","0","0","0","0","1","0","0","0","0","0","33","0","1","4","0","25","0","1","0","32","24","75.0","5","21","1.2","2","1","1.50","1","0","+1","+2.14","0.3","0.9","-0.6","-1.25","0","2","0","0","0","8","3","1"
"Ruben Loftus-Cheek","eng ENG","FW","Chelsea","eng Premier League","24","1996","1","1","60","0.7","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","11","16","68.8","166","22","6","0.0","0","1","0","0","1","16","0","0","3","0","0","0","0","0","0","12","2","2","0","14","1","0","0","0","0","2","1","1.50","1","0","0","0","0","0","0.00","0","0","0","0","0","0","4","0","1","1","0","0","25","0","0","0","1","19","0","2","1","29","18","62.1","5","60","1.8","0","0","3.00","2","1","+1","+1.50","0.9","1.4","-0.4","-0.66","0","1","0","0","0","5","1","3"
"Ruben Loftus-Cheek","eng ENG","MF,FW","Fulham","eng Premier League","24","1996","30","21","1909","21.2","1","0","1","0","0","3","0","0.05","0.05","3.1","3.1","1.4","4.5","0.21","37","8","1.74","0.38","0","-2.1","-2.1","595","716","83.1","9651","2183","293","-1.4","15","62","12","2","71","703","13","1","140","7","13","0","0","0","0","570","75","71","74","569","33","3","4","2","16","24","53","2.50","30","0","7","10","3","0","0.00","32","22","11","15","6","13","100","0","22","55","15","0","1013","21","75","51","3","750","13","57","40","1109","752","67.8","120","64","55.8","9","2","0.83","15","21","-6","-0.28","25.2","26.9","-1.7","-0.08","0","29","1","0","0","134","43","81"
"RubÃ©n","es ESP","GK,MF","Osasuna","es La Liga","36","1984","3","3","187","2.1","0","0","0","0","0","0","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","40","61","65.6","2198","1912","3","0.0","0","3","0","0","0","35","26","0","3","0","0","0","0","0","0","7","1","53","4","49","0","0","2","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","65","51","0","0","0","26","0","0","0","24","24","100.0","0","62","5.5","0","12","0.67","3","5","-2","-0.96","3.7","5.1","-1.4","-0.68","0","1","0","0","0","9","0","0"
"RubÃ©n Alcaraz","es ESP","MF","Valladolid","es La Liga","29","1991","30","25","2165","24.1","1","0","1","0","0","10","0","0.04","0.04","1.7","1.7","0.6","2.3","0.09","27","3","1.12","0.12","6","-0.7","-0.7","962","1157","83.1","20505","5059","350","-0.6","9","95","13","0","71","1104","53","1","202","71","6","1","1","0","0","781","105","271","170","884","51","6","8","4","22","19","22","0.91","20","0","0","0","0","2","0.08","55","37","33","21","1","59","150","0","38","84","38","1","1397","59","25","16","1","892","1","10","20","922","858","93.1","10","72","63.3","5","1","0.90","24","39","-15","-0.62","25.6","31.4","-5.9","-0.24","0","47","0","0","0","287","55","55"
"RubÃ©n Blanco","es ESP","GK","Celta Vigo","es La Liga","25","1995","19","19","1637","18.2","0","0","0","0","0","0","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","470","664","70.8","13914","8364","96","0.0","0","7","1","0","0","468","196","0","45","16","0","0","0","0","0","348","22","294","162","412","0","0","82","3","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","1","1","698","631","0","0","0","374","0","0","0","358","358","100.0","0","86","47.9","0","1","1.42","28","27","+1","+0.05","24.4","21.3","+3.1","+0.17","0","1","0","0","0","88","0","0"
"RubÃ©n YÃ¡Ã±ez","es ESP","GK","Getafe","es La Liga","26","1993","10","10","900","10.0","0","0","0","0","0","2","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","161","276","58.3","6964","5070","9","0.0","0","12","0","0","0","173","103","0","11","6","0","0","0","0","0","65","16","195","27","190","0","0","29","2","4","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","1","286","248","0","0","0","123","0","0","0","105","104","99.0","0","90","26.3","0","28","1.20","8","12","-4","-0.40","8.2","10.1","-1.9","-0.19","0","2","0","0","0","47","0","0"
"Rune Jarstein","no NOR","GK","Hertha BSC","de Bundesliga","35","1984","8","8","720","8.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","184","284","64.8","6322","4035","22","0.0","0","2","0","0","0","189","95","0","10","4","0","0","0","0","0","117","11","156","24","213","0","0","25","2","3","2","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","1","0","309","282","0","0","0","153","0","0","1","134","134","100.0","0","90","23.5","0","18","0.88","7","13","-6","-0.75","9.6","11.3","-1.8","-0.22","0","1","0","1","0","39","0","0"
"Ryan Bertrand","eng ENG","DF","Southampton","eng Premier League","30","1989","29","29","2598","28.9","0","1","0","0","0","5","0","0.03","0.03","0.6","0.6","1.2","1.8","0.06","8","3","0.28","0.10","0","-0.6","-0.6","1181","1537","76.8","19449","7477","601","-0.2","13","65","24","5","97","1188","349","1","166","21","57","7","3","2","1","890","268","379","1058","88","74","287","7","7","32","48","33","1.14","21","10","0","1","1","3","0.10","71","43","29","36","6","20","123","0","42","102","56","1","1802","69","47","5","0","925","11","21","12","1180","1019","86.4","70","90","76.0","0","0","1.14","36","51","-15","-0.52","31.2","39.5","-8.3","-0.29","0","29","0","1","0","210","34","54"
"Ryan Sessegnon","eng ENG","DF","Hoffenheim","de Bundesliga","20","2000","23","17","1574","17.5","2","3","2","0","0","4","0","0.29","0.29","0.6","0.6","1.8","2.4","0.14","5","2","0.29","0.11","0","+1.4","+1.4","727","934","77.8","12886","4628","327","+1.2","16","51","25","12","72","780","154","0","108","18","53","0","0","0","0","565","189","180","661","88","28","144","1","3","32","34","26","1.49","24","0","1","0","0","3","0.17","47","25","28","10","9","25","97","0","42","67","47","0","1146","61","32","15","1","698","6","18","23","757","668","88.2","53","68","51.4","6","1","1.26","25","27","-2","-0.11","23.3","25.9","-2.7","-0.15","0","35","0","0","0","152","15","24"
"Ryder Matos","br BRA","MF","Udinese","it Serie A","27","1993","1","0","13","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.32","0","0","0.00","0.00","0","0.0","0.0","5","7","71.4","79","39","4","0.0","1","1","1","1","1","7","0","0","1","1","2","0","0","0","0","4","0","3","0","6","1","0","0","0","0","0","3","20.77","2","0","0","1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","0","0","8","0","0","1","9","9","100.0","1","13","0.4","1","1","0.00","0","1","-1","-6.92","0.2","0.4","-0.3","-1.79","0","1","0","0","0","0","0","0"
"RÃºben Vinagre","pt POR","DF","Wolves","eng Premier League","21","1999","2","1","173","1.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","82","98","83.7","1310","324","44","0.0","0","2","1","1","2","81","17","0","7","1","4","0","0","0","0","68","12","18","72","5","2","17","0","1","1","2","0","0.00","0","0","0","0","0","0","0.00","5","3","3","2","0","3","5","0","4","6","6","0","120","3","0","4","0","67","0","1","2","80","68","85.0","4","87","5.1","1","1","0.00","1","7","-6","-3.12","1.5","3.5","-2.0","-1.03","0","2","0","0","0","19","3","3"
"RÃºnar Alex RÃºnarsson","is ISL","GK","Arsenal","eng Premier League","25","1995","1","0","16","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","7","11","63.6","126","51","2","0.0","0","0","0","0","0","8","3","0","1","0","0","0","0","0","0","7","1","3","1","8","0","0","2","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","13","11","0","0","0","8","0","0","0","6","6","100.0","0","16","0.5","1","21","0.00","0","0","0","0.00","0.1","0.5","-0.4","-2.03","0","0","0","0","0","2","0","0"
"Sabit Abdulai","gh GHA","MF","Getafe","es La Liga","21","1999","3","0","60","0.7","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","7","12","58.3","133","9","2","0.0","0","0","1","0","1","12","0","0","7","1","1","0","0","0","0","8","0","4","1","10","1","0","0","0","1","1","0","0.00","0","0","0","0","0","0","0.00","1","0","0","1","0","1","4","0","0","2","1","0","17","0","0","1","0","11","0","0","0","10","8","80.0","1","20","1.8","3","16","0.67","1","2","-1","-1.50","0.9","1.5","-0.7","-1.03","0","2","0","0","0","5","1","1"
"Sacha Boey","fr FRA","DF","Dijon","fr Ligue 1","19","2000","24","21","1863","20.7","0","1","0","0","0","1","0","0.05","0.05","0.3","0.3","1.1","1.4","0.07","10","1","0.48","0.05","0","-0.3","-0.3","815","1053","77.4","14391","6024","370","-0.1","15","40","18","13","60","805","248","0","99","18","37","3","1","2","0","586","230","237","78","672","45","235","5","4","31","26","32","1.55","25","0","3","2","0","1","0.05","80","44","50","26","4","30","135","0","36","115","62","0","1313","82","22","21","0","629","6","20","26","765","653","85.4","43","78","54.5","3","3","0.54","15","33","-18","-0.87","18.0","39.8","-21.8","-1.05","0","36","0","1","0","178","26","24"
