"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Szymon Å»urkowski","pl POL","MF,FW","Empoli","it Serie A","23","1997","2","0","26","0.3","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.09","1","0","3.46","0.00","0","0.0","0.0","18","19","94.7","276","81","11","0.0","0","0","2","0","3","18","1","0","6","0","0","0","0","0","0","15","2","2","3","16","0","0","0","0","0","0","1","3.46","1","0","0","0","0","0","0.00","1","1","1","0","0","1","3","0","0","3","1","0","26","1","0","2","0","24","0","2","0","20","19","95.0","3","13","14.4","2","0","1.50","0","0","0","0.00","0.2","0.2","0.0","+0.02","0","0","0","0","0","2","2","0"
"SÃ©amus Coleman","ie IRL","DF","Everton","eng Premier League","32","1988","3","3","270","3.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.1","0.2","0.06","1","0","0.33","0.00","0","0.0","0.0","89","122","73.0","1740","851","38","-0.1","2","10","3","1","10","83","39","0","21","3","5","0","0","0","0","49","30","43","16","63","4","37","0","0","4","2","5","1.67","3","1","0","1","0","2","0.67","8","6","4","3","1","4","13","0","4","15","10","0","155","11","2","5","0","77","1","1","2","70","60","85.7","7","90","100.0","0","0","2.33","7","3","+4","+1.33","6.1","3.2","+2.9","+0.97","0","2","1","0","0","24","4","2"
"SÃ©bastien Corchia","fr FRA","DF,FW","Nantes","fr Ligue 1","30","1990","4","1","154","1.7","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.2","0.09","2","1","1.17","0.58","1","-0.1","-0.1","36","53","67.9","696","501","15","0.0","1","5","2","1","6","39","14","0","7","1","4","0","0","0","0","25","8","20","4","37","0","12","0","0","1","2","2","1.17","2","0","0","0","0","0","0.00","4","3","3","0","1","2","6","0","1","11","5","0","77","7","2","0","0","41","2","3","1","38","34","89.5","3","39","42.8","3","0","1.00","0","1","-1","-0.58","1.5","2.6","-1.1","-0.65","0","3","0","0","0","7","0","1"
"Taiwo Awoniyi","ng NGA","FW","Union Berlin","de Bundesliga","24","1997","3","3","202","2.2","3","0","3","0","0","0","0","1.34","1.34","1.7","1.7","0.4","2.2","0.97","7","6","3.12","2.67","0","+1.3","+1.3","21","30","70.0","270","73","9","-0.4","3","1","2","0","2","30","0","1","12","0","1","0","0","0","0","20","6","4","6","19","1","0","0","0","2","1","6","2.67","4","0","2","0","0","1","0.45","1","0","0","0","1","2","7","0","1","2","5","0","73","6","9","5","0","51","3","14","5","118","50","42.4","16","67","74.8","0","0","1.67","5","3","+2","+0.89","3.3","2.3","+1.0","+0.45","0","3","0","0","0","9","5","13"
"Takefusa Kubo","jp JPN","FW,MF","Mallorca","es La Liga","20","2001","3","2","202","2.2","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.4","0.5","0.22","4","1","1.78","0.45","1","-0.1","-0.1","48","63","76.2","846","240","18","-0.4","4","7","1","0","6","61","2","0","10","1","3","1","0","0","0","54","2","7","49","12","2","0","0","1","2","2","11","4.90","8","1","0","2","0","0","0.00","1","1","1","0","0","0","7","0","3","5","0","0","86","0","3","5","0","70","0","1","3","88","66","75.0","9","67","74.8","1","0","2.33","2","0","+2","+0.89","1.6","1.5","+0.2","+0.07","0","5","0","0","0","10","0","1"
"Takehiro Tomiyasu","jp JPN","DF","Bologna","it Serie A","22","1998","1","0","10","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.30","0","0","0.00","0.00","0","0.0","0.0","3","3","100.0","93","83","0","0.0","1","0","1","1","0","2","1","0","0","0","1","0","0","0","0","0","1","2","1","1","0","1","0","0","0","0","1","9.00","1","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","1","1","0","0","6","0","0","1","0","4","0","1","0","2","2","100.0","0","10","5.6","1","0","1.00","0","0","0","0.00","0.0","0.1","0.0","-0.29","0","0","0","0","0","1","0","1"
"Takuma Asano","jp JPN","FW","Bochum","de Bundesliga","26","1994","2","1","55","0.6","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","7","9","77.8","60","13","6","0.0","0","0","0","0","0","9","0","0","5","0","0","0","0","0","0","4","3","2","1","4","2","0","1","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","4","1","0","0","1","0","0","15","0","0","0","0","10","0","0","2","14","11","78.6","3","28","20.4","1","0","1.50","0","1","-1","-1.64","0.3","1.9","-1.7","-2.75","0","1","0","0","0","3","1","3"
"Tammy Abraham","eng ENG","FW","Roma","it Serie A","23","1997","2","2","150","1.7","1","2","1","0","0","0","0","1.80","1.80","1.0","1.0","1.1","2.1","1.26","7","2","4.20","1.20","0","0.0","0.0","22","26","84.6","310","40","15","+0.9","3","0","2","0","2","25","1","1","6","0","1","0","0","0","0","16","7","3","0","18","3","0","2","0","0","2","8","4.80","6","0","0","0","0","4","2.40","2","2","1","1","0","0","5","0","3","2","1","0","49","1","20","2","0","21","1","2","1","73","34","46.6","15","75","83.3","0","0","3.00","6","1","+5","+3.00","3.6","1.3","+2.3","+1.38","0","1","0","0","0","5","4","2"
"Tanner Tessmann","us USA","MF","Venezia","it Serie A","19","2001","1","0","28","0.3","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","12","14","85.7","218","48","5","0.0","0","1","0","0","1","14","0","0","3","0","0","0","0","0","0","12","2","0","2","12","0","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","1","0","0","15","0","0","1","0","14","0","0","1","15","12","80.0","0","28","15.6","1","1","0.00","0","1","-1","-3.21","0.3","0.1","+0.2","+0.59","0","1","0","0","0","2","0","1"
"Taylor Richards","eng ENG","MF","Brighton","eng Premier League","20","2000","1","0","18","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.19","1","0","5.00","0.00","0","0.0","0.0","14","17","82.4","288","68","3","0.0","0","1","0","0","1","17","0","0","1","0","0","0","0","0","0","17","0","0","17","0","0","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","3","0","0","0","0","0","20","0","0","0","0","16","0","0","1","16","15","93.8","1","18","6.7","1","2","0.00","0","0","0","0.00","0.3","0.4","-0.1","-0.33","0","0","0","0","0","4","0","0"
"Teemu Pukki","fi FIN","FW","Norwich City","eng Premier League","31","1990","3","3","224","2.5","1","0","0","1","1","0","0","0.40","0.00","1.0","0.2","0.1","0.3","0.42","2","2","0.80","0.80","0","0.0","-0.2","29","38","76.3","433","32","17","-0.1","1","0","0","0","1","28","10","0","5","0","1","0","0","0","0","27","6","5","4","32","1","0","0","0","2","2","1","0.40","1","0","0","0","0","0","0.00","0","0","0","0","0","2","7","0","0","1","1","0","54","1","7","0","0","26","1","2","1","78","31","39.7","9","75","83.0","0","0","0.00","1","8","-7","-2.81","1.7","5.2","-3.5","-1.42","0","3","0","0","0","8","1","7"
"Terem Moffi","ng NGA","FW","Lorient","fr Ligue 1","22","1999","4","4","323","3.6","1","1","0","1","1","0","0","0.56","0.28","1.7","0.9","0.2","1.2","0.53","6","1","1.67","0.28","0","-0.7","-0.9","49","67","73.1","741","176","29","+0.8","3","5","0","0","5","63","4","0","36","1","2","0","0","0","0","40","16","11","40","16","1","0","2","0","5","1","9","2.51","6","0","1","2","0","2","0.56","2","2","0","0","2","0","11","0","2","3","5","0","115","6","15","3","0","75","9","9","11","177","83","46.9","18","81","89.7","0","0","1.25","5","5","0","0.00","3.8","7.2","-3.4","-0.95","0","8","1","0","0","11","11","23"
"Tete Morente","es ESP","FW,MF","Elche","es La Liga","24","1996","2","0","18","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.09","1","1","5.00","5.00","0","0.0","0.0","10","13","76.9","190","38","4","0.0","0","1","1","1","0","12","1","0","1","1","2","1","0","1","0","7","4","2","1","9","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","2","0","0","0","0","0","19","1","2","2","0","12","0","2","0","14","12","85.7","1","9","6.7","2","1","0.50","0","0","0","0.00","0.0","0.0","0.0","0.00","0","0","0","0","0","5","1","1"
"Theo HernÃ¡ndez","fr FRA","DF","Milan","it Serie A","23","1997","2","2","180","2.0","0","1","0","0","0","0","0","0.50","0.50","0.0","0.0","0.2","0.2","0.09","1","1","0.50","0.50","0","0.0","0.0","69","83","83.1","1191","381","35","+0.8","2","1","0","0","4","70","13","0","13","2","6","0","0","0","0","57","13","13","66","6","1","9","0","0","3","3","4","2.00","2","1","0","0","0","2","1.00","1","1","0","0","1","1","6","0","2","7","2","1","105","6","5","3","0","71","1","3","5","73","67","91.8","4","90","100.0","0","0","3.00","5","1","+4","+2.00","3.8","1.5","+2.4","+1.18","0","1","0","0","0","14","2","0"
"Theo Walcott","eng ENG","MF","Southampton","eng Premier League","32","1989","2","2","124","1.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","14","23","60.9","208","33","7","0.0","0","1","0","0","1","23","0","0","2","0","1","0","0","0","0","13","4","6","1","19","2","0","0","0","0","2","0","0.00","0","0","0","0","0","0","0.00","4","2","1","1","2","1","6","0","0","5","0","0","33","0","4","1","0","21","1","4","1","33","21","63.6","5","62","45.9","0","1","0.50","2","2","0","0.00","0.7","2.5","-1.8","-1.31","0","0","0","0","0","6","1","2"
"Thiago AlcÃ¡ntara","es ESP","MF","Liverpool","eng Premier League","30","1991","2","0","27","0.3","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.1","0.26","1","0","3.33","0.00","0","0.0","0.0","28","34","82.4","672","134","7","0.0","1","5","1","0","4","33","1","0","2","2","0","0","0","0","0","25","3","6","3","29","1","0","0","0","4","1","3","10.00","3","0","0","0","0","0","0.00","1","0","1","0","0","1","0","0","0","1","1","0","38","1","1","0","0","26","0","1","0","29","28","96.6","1","14","10.0","2","0","2.00","0","0","0","0.00","0.5","0.6","-0.1","-0.28","0","0","0","0","0","7","3","0"
"Thiago Galhardo","br BRA","MF","Celta Vigo","es La Liga","32","1989","1","0","11","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","3","7","42.9","33","15","3","0.0","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","1","3","3","1","2","3","0","1","0","1","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","3","0","0","0","11","7","63.6","1","11","4.1","1","0","0.00","0","0","0","0.00","0.1","0.3","-0.2","-1.47","0","0","0","0","0","0","0","2"
"Thiago Mendes","br BRA","MF","Lyon","fr Ligue 1","29","1992","4","1","157","1.7","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.03","0","0","0.00","0.00","0","0.0","0.0","111","125","88.8","2259","479","50","0.0","1","10","1","0","4","119","6","0","15","6","1","0","0","0","0","94","14","17","20","97","6","1","1","0","5","0","1","0.57","1","0","0","0","0","0","0.00","5","2","2","2","1","1","8","0","2","15","3","0","147","9","2","4","1","103","0","1","1","114","112","98.2","3","39","43.6","3","0","1.25","0","4","-4","-2.29","2.5","2.1","+0.4","+0.25","0","1","0","0","0","7","1","2"
"Thiago Silva","br BRA","DF","Chelsea","eng Premier League","36","1984","1","0","45","0.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","12","14","85.7","190","33","4","0.0","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","12","2","0","2","10","2","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","1","1","1","0","0","0","2","0","1","4","7","0","30","13","0","0","0","10","0","0","0","9","9","100.0","0","45","16.7","1","2","1.00","0","0","0","0.00","0.3","1.2","-0.9","-1.83","0","0","0","0","0","3","0","0"
"Thibaut Courtois","be BEL","GK","Real Madrid","es La Liga","29","1992","3","3","270","3.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","66","84","78.6","1695","767","10","0.0","0","0","0","0","0","69","15","0","5","4","0","0","0","0","0","55","1","28","44","20","0","0","17","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","0","0","0","0","90","80","0","0","0","44","0","0","0","51","50","98.0","0","90","100.0","0","0","2.33","8","4","+4","+1.33","4.1","4.4","-0.3","-0.10","0","1","0","1","0","10","0","0"
"Thierry Correia","pt POR","DF","Valencia","es La Liga","22","1999","3","3","270","3.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.3","0.3","0.10","0","0","0.00","0.00","0","0.0","0.0","101","132","76.5","2117","1161","40","-0.3","1","13","1","0","16","102","30","0","15","3","4","0","0","0","0","63","32","37","9","85","6","30","1","0","6","5","7","2.33","5","0","1","1","0","0","0.00","9","4","7","2","0","4","11","0","3","17","13","0","174","9","3","1","0","87","0","2","3","99","86","86.9","5","90","100.0","0","0","2.33","5","1","+4","+1.33","4.8","2.4","+2.4","+0.82","0","5","0","0","0","17","1","5"
"Thilo Kehrer","de GER","DF","Paris S-G","fr Ligue 1","24","1996","4","4","360","4.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","1","0","0.25","0.00","0","0.0","0.0","334","345","96.8","6392","1982","117","0.0","0","26","0","0","14","343","2","0","28","5","0","0","0","0","0","317","13","15","76","257","6","0","0","0","0","1","2","0.50","2","0","0","0","0","1","0.25","5","3","1","3","1","1","7","0","1","14","12","0","377","23","1","1","0","296","0","1","1","316","313","99.1","0","90","100.0","0","0","3.00","12","5","+7","+1.75","6.2","3.1","+3.1","+0.76","0","1","0","0","0","25","11","6"
"Thomas Delaine","fr FRA","DF,FW","Metz","fr Ligue 1","29","1992","3","2","189","2.1","0","1","0","0","0","0","0","0.48","0.48","0.0","0.0","0.3","0.4","0.18","1","0","0.48","0.00","0","0.0","0.0","65","91","71.4","1067","393","28","+0.7","3","3","3","2","7","68","23","0","5","0","10","0","0","0","0","41","26","24","47","21","0","23","0","0","4","1","5","2.38","5","0","0","0","0","1","0.48","4","3","1","2","1","2","8","1","3","7","0","0","117","5","6","1","0","73","3","4","2","91","75","82.4","6","63","52.5","1","0","0.67","3","5","-2","-0.95","1.9","3.2","-1.3","-0.60","0","1","0","0","0","4","0","4"
"Thomas Delaney","dk DEN","MF","Sevilla","es La Liga","29","1991","1","0","23","0.3","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","18","19","94.7","281","63","12","0.0","0","3","1","0","1","19","0","0","3","0","1","0","0","0","0","13","3","3","14","3","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","2","0","0","0","0","0","19","0","0","0","0","9","0","0","0","18","15","83.3","1","23","8.5","1","0","1.00","0","0","0","0.00","0.4","0.0","+0.4","+1.74","0","0","0","0","0","3","1","0"
"Thomas Delaney","dk DEN","MF","Dortmund","de Bundesliga","29","1991","1","0","18","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","11","15","73.3","129","31","7","0.0","0","1","0","0","2","15","0","0","1","0","0","0","0","0","0","11","2","2","8","5","1","0","1","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","1","0","0","16","0","0","0","0","9","0","0","1","9","9","100.0","0","18","6.7","1","1","3.00","0","1","-1","-5.00","0.1","0.9","-0.9","-4.26","0","0","0","0","0","5","0","0"
"Thomas Foket","be BEL","DF","Reims","fr Ligue 1","26","1994","4","4","360","4.0","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","1.1","1.2","0.30","1","0","0.25","0.00","0","-0.1","-0.1","139","170","81.8","2418","980","70","-1.1","6","5","4","4","11","146","24","0","21","7","12","0","0","0","0","101","33","36","18","120","7","23","0","0","9","5","7","1.75","7","0","0","0","0","0","0.00","5","4","4","1","0","6","14","0","2","7","4","0","193","14","7","4","0","133","1","6","2","157","130","82.8","13","90","100.0","0","0","0.75","4","6","-2","-0.50","4.5","4.7","-0.2","-0.05","0","6","0","0","0","20","3","3"
"Thomas Fontaine","mg MAD","DF","Lorient","fr Ligue 1","30","1991","2","2","167","1.9","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","44","53","83.0","1095","412","7","0.0","0","4","1","0","4","51","2","0","6","2","0","0","0","0","0","41","2","10","34","14","4","0","1","0","1","3","0","0.00","0","0","0","0","0","0","0.00","1","0","1","0","0","2","4","0","0","3","9","0","70","8","0","0","0","38","0","1","0","40","40","100.0","0","84","46.4","0","2","0.50","3","4","-1","-0.54","1.8","4.6","-2.9","-1.55","0","4","0","0","0","11","3","4"
"Thomas Henry","fr FRA","FW","Venezia","it Serie A","26","1994","1","1","77","0.9","0","0","0","0","0","0","0","0.00","0.00","0.3","0.3","0.3","0.6","0.69","2","0","2.34","0.00","0","-0.3","-0.3","12","15","80.0","187","55","6","-0.3","1","2","0","0","1","12","3","1","2","0","1","0","0","0","0","11","3","1","4","9","1","0","0","0","1","0","1","1.17","1","0","0","0","0","0","0.00","1","1","0","0","1","0","6","0","1","1","0","0","26","1","3","1","0","16","0","1","1","41","18","43.9","3","77","42.8","0","0","0.00","0","2","-2","-2.34","0.9","2.1","-1.2","-1.45","0","1","0","0","0","3","2","3"
"Thomas Lemar","fr FRA","MF","AtlÃ©tico Madrid","es La Liga","25","1995","3","3","204","2.3","0","1","0","0","0","2","0","0.44","0.44","0.5","0.5","0.5","1.0","0.46","4","1","1.76","0.44","0","-0.5","-0.5","85","107","79.4","1354","469","47","+0.5","5","3","3","0","13","93","14","1","13","3","3","9","2","5","0","75","18","14","82","16","4","4","0","0","4","3","12","5.29","6","1","3","1","0","2","0.88","2","1","0","1","1","1","18","0","4","3","2","0","133","2","5","8","0","93","1","1","6","106","96","90.6","12","68","75.6","0","0","2.33","4","3","+1","+0.44","3.8","1.7","+2.2","+0.96","0","4","0","0","0","14","1","2"
"Thomas Mangani","fr FRA","MF","Angers","fr Ligue 1","34","1987","4","4","336","3.7","0","1","0","0","0","1","0","0.27","0.27","0.1","0.1","0.2","0.4","0.10","5","0","1.34","0.00","1","-0.1","-0.1","179","216","82.9","3593","1032","79","+0.8","3","17","1","1","14","195","21","0","35","14","5","3","1","2","0","147","27","42","158","51","6","0","0","1","5","5","7","1.87","7","0","0","0","0","1","0.27","8","5","4","4","0","6","22","0","5","15","2","0","252","6","1","4","0","153","0","3","2","160","158","98.8","2","84","93.3","0","0","2.50","7","1","+6","+1.61","4.7","2.8","+1.9","+0.52","0","5","0","0","0","39","1","6"
"Thomas Meunier","be BEL","DF","Dortmund","de Bundesliga","29","1991","1","1","90","1.0","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.7","0.8","0.82","1","0","1.00","0.00","0","-0.1","-0.1","61","70","87.1","1054","543","30","-0.7","2","3","3","2","10","56","14","0","6","0","3","0","0","0","0","42","14","14","2","48","3","13","0","0","0","2","4","4.00","4","0","0","0","0","0","0.00","1","1","0","1","0","1","3","0","1","2","3","0","78","1","2","0","0","43","0","2","0","49","44","89.8","1","90","33.3","0","0","3.00","3","2","+1","+1.00","3.9","2.0","+1.9","+1.92","0","0","0","0","0","12","4","2"
"Thomas Monconduit","fr FRA","MF","Lorient","fr Ligue 1","30","1991","4","2","206","2.3","1","0","1","0","0","2","0","0.44","0.44","0.0","0.0","0.1","0.1","0.05","1","1","0.44","0.44","0","+1.0","+1.0","76","108","70.4","1545","621","31","-0.1","2","8","1","0","11","99","9","0","25","8","1","4","2","0","2","65","17","26","16","79","9","0","0","0","4","1","3","1.31","1","2","0","0","0","1","0.44","2","2","2","0","0","3","7","0","3","5","10","0","134","9","0","3","0","73","0","1","4","84","79","94.0","4","52","57.2","2","0","1.25","3","3","0","0.00","3.3","3.8","-0.4","-0.19","0","7","0","0","0","26","6","2"
"Thomas MÃ¼ller","de GER","MF","Bayern Munich","de Bundesliga","31","1989","3","3","251","2.8","1","1","1","0","0","0","0","0.72","0.72","0.6","0.6","0.4","1.0","0.36","3","2","1.08","0.72","0","+0.4","+0.4","114","143","79.7","1983","567","53","+0.6","4","9","8","3","18","134","9","1","28","1","12","1","0","0","0","90","24","29","27","99","11","5","0","0","6","4","11","3.94","9","0","0","0","1","3","1.08","7","5","2","1","4","2","16","0","5","10","0","0","169","2","11","1","0","105","2","4","1","186","130","69.9","34","84","93.0","0","0","2.33","8","3","+5","+1.79","7.3","3.1","+4.2","+1.51","0","0","0","0","0","12","2","8"
"Thorgan Hazard","be BEL","FW","Dortmund","de Bundesliga","28","1993","1","1","72","0.8","1","0","1","0","0","0","0","1.25","1.25","0.2","0.2","0.6","0.8","0.97","2","1","2.50","1.25","0","+0.8","+0.8","26","40","65.0","403","127","14","-0.6","1","0","1","1","2","33","7","0","5","4","2","5","3","2","0","21","7","12","6","29","4","1","0","0","1","2","2","2.50","2","0","0","0","0","0","0.00","3","1","1","2","0","1","7","0","3","3","0","0","53","1","5","2","0","33","0","3","0","37","35","94.6","9","72","26.7","0","0","3.00","5","1","+4","+5.00","2.6","1.0","+1.6","+1.95","0","0","0","0","0","4","0","2"
"Thuler","br BRA","DF","Montpellier","fr Ligue 1","22","1999","4","4","360","4.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","111","134","82.8","2316","825","31","0.0","0","2","0","0","6","130","4","0","14","2","1","0","0","0","0","100","16","18","8","114","6","1","0","0","2","3","1","0.25","1","0","0","0","0","0","0.00","11","8","8","3","0","3","15","0","2","16","16","0","167","32","1","1","0","99","0","0","2","101","97","96.0","0","90","100.0","0","0","1.00","9","9","0","0.00","6.0","6.6","-0.5","-0.14","0","4","0","0","0","27","8","5"
"Tiago DjalÃ³","pt POR","DF","Lille","fr Ligue 1","21","2000","2","2","180","2.0","0","0","0","0","0","1","0","0.00","0.00","0.1","0.1","0.0","0.1","0.04","1","0","0.50","0.00","0","-0.1","-0.1","103","131","78.6","1821","831","47","0.0","0","7","0","0","6","95","36","0","14","1","2","0","0","0","0","73","34","24","19","77","3","32","0","0","0","6","3","1.50","1","1","0","0","1","0","0.00","7","4","4","2","1","1","9","0","7","9","8","0","158","7","2","3","0","82","1","2","0","82","79","96.3","0","90","50.0","0","0","2.00","3","2","+1","+0.50","2.9","1.0","+1.9","+0.93","0","2","0","0","0","14","1","3"
"Tim Krul","nl NED","GK","Norwich City","eng Premier League","33","1988","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","95","137","69.3","2628","1495","20","0.0","0","1","0","0","0","98","39","0","16","2","0","0","0","0","0","69","3","65","91","29","0","0","14","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","1","147","126","0","0","0","72","0","0","0","78","77","98.7","0","90","100.0","0","0","0.00","1","10","-9","-3.00","3.1","6.0","-2.9","-0.96","0","0","0","0","1","13","0","0"
"Tim Lemperle","de GER","FW","KÃ¶ln","de Bundesliga","19","2002","2","0","35","0.4","1","0","1","0","0","0","0","2.57","2.57","0.4","0.4","0.1","0.5","1.25","1","1","2.57","2.57","0","+0.6","+0.6","11","13","84.6","173","37","4","-0.1","2","2","0","0","2","12","1","0","1","0","1","0","0","0","0","10","2","1","4","8","1","0","0","0","0","0","3","7.71","3","0","0","0","0","0","0.00","1","1","0","1","0","0","2","0","0","1","0","0","20","0","3","0","0","12","1","1","1","18","13","72.2","5","18","13.0","2","1","1.50","2","1","+1","+2.57","0.9","1.3","-0.3","-0.87","0","0","0","0","0","4","0","1"
"Timo Baumgartl","de GER","DF","Union Berlin","de Bundesliga","25","1996","2","2","180","2.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","44","55","80.0","959","331","11","0.0","0","5","0","0","4","53","2","0","4","2","0","0","0","0","0","43","2","10","26","28","1","0","0","1","1","0","1","0.50","1","0","0","0","0","0","0.00","6","3","5","1","0","1","18","0","3","7","14","0","78","10","0","0","0","36","0","0","0","41","39","95.1","0","90","66.7","0","1","2.00","3","2","+1","+0.50","2.4","2.9","-0.5","-0.25","0","2","0","0","0","13","6","1"
"Timo Horn","de GER","GK","KÃ¶ln","de Bundesliga","28","1993","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","79","90","87.8","2160","1412","23","0.0","0","0","0","0","0","64","26","0","1","1","0","0","0","0","0","59","1","30","62","21","0","0","7","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","100","82","0","0","0","48","0","0","0","51","51","100.0","0","90","100.0","0","0","2.00","7","5","+2","+0.67","4.6","5.5","-0.9","-0.30","0","0","0","0","0","10","0","0"
"Timo HÃ¼bers","de GER","DF","KÃ¶ln","de Bundesliga","25","1996","1","1","90","1.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.04","1","0","1.00","0.00","0","0.0","0.0","49","59","83.1","1086","291","5","0.0","0","4","0","0","1","55","4","0","6","1","0","0","0","0","0","44","4","11","8","44","5","0","1","0","0","1","0","0.00","0","0","0","0","0","0","0.00","1","0","0","1","0","3","3","0","0","4","4","0","68","9","1","0","0","44","0","0","0","44","43","97.7","0","90","33.3","0","0","3.00","3","1","+2","+2.00","1.7","1.9","-0.2","-0.18","0","2","0","0","0","9","2","2"
"Timo Werner","de GER","FW","Chelsea","eng Premier League","25","1996","2","1","91","1.0","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.15","1","0","0.99","0.00","0","-0.1","-0.1","13","21","61.9","187","4","7","0.0","1","0","0","0","0","20","1","0","3","0","1","0","0","0","0","18","3","0","5","16","0","0","0","0","2","2","1","0.99","1","0","0","0","0","0","0.00","0","0","0","0","0","2","5","0","0","0","0","0","27","0","10","1","0","18","0","3","1","42","22","52.4","9","46","33.7","1","1","3.00","3","0","+3","+2.97","1.0","0.3","+0.7","+0.67","0","0","0","0","0","4","0","2"
